precip_type,total,total_accumulation,total_trace,ice,ice_accretion,ice_trace,note,narrative,id,city,state,zipcode,start,end,location_id
Wintry Mix,Widely Scattered Coating,0.0,Widely Scattered Coating,Coating,0,Coating,,A quick-moving system produced a wintry mix on January 8th. Light sleet and freezing rain moved in on the afternoon of January 8th between 1 – 3 PM with temperatures that were 29 – 31 degrees. Any sleet that mixed in initially quickly changed over to all freezing rain which continued through the evening before ending 8 – 10 PM. Temperatures that were steady during the event slightly cooled overnight to 26 - 30 degrees.,28479,Philadelphia,PA,19107,2018-01-08T09:00:00,2018-01-08T22:00:00,86245
Wintry Mix,Widely Scattered Coating,0.0,Widely Scattered Coating,Coating,0,Coating,,A quick-moving system produced a wintry mix on January 8th. Light sleet and freezing rain moved in on the afternoon of January 8th between 12 – 2 PM with temperatures that were 24 – 29 degrees. Any sleet that mixed in initially quickly changed over to all freezing rain which continued through the evening before ending 7 – 10 PM. Temperatures that were steady during the event slightly cooled overnight to 19 - 24 degrees.,28479,King of Prussia,PA,19406,2018-01-08T09:00:00,2018-01-08T22:00:00,86331
Snow,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,"Flurries and light snow showers on the morning of January 16th . With temperatures 27 - 31 degrees, intermittent flurries and light snow showers moved into the area between 3 – 6 AM on the early morning of January 16th. This activity came to an end by 8 – 10 AM the same day with temperatures that gradually rose into the low-40s by the afternoon. Any additional accumulations from the storm overnight into January 17th will be handled in a separate report.",28676,Philadelphia,PA,19107,2018-01-16T02:00:00,2018-01-16T11:00:00,86245
Snow,Coating,0.0,Coating,N/A,0,,,"Flurries and light snow showers on the morning of January 16th . With temperatures 24 - 28 degrees, intermittent flurries and light snow showers moved into the area between 3 – 6 AM on the early morning of January 16th. This activity came to an end by 8 – 10 AM the same day with temperatures that gradually rose into the mid-30s by the afternoon. Any additional accumulations from the storm overnight into January 17th will be handled in a separate report.",28676,King of Prussia,PA,19406,2018-01-16T02:00:00,2018-01-16T11:00:00,86331
Snow,0.3,0.3,,N/A,0,,,"Storm brings rain, then snow on January 17. Intermittent rain showers changed over to snow on the early morning of January 17th between 2 - 4 AM with temperatures that were 32 - 36 degrees. The snow continued at light to moderate rates through the morning as temperatures dropped below freezing. Snow ended between 9 - 11 AM with temperatures that had dropped to 26 - 30 degrees and remained below freezing for the remainder of the day.",28706,Philadelphia,PA,19107,2018-01-16T01:00:00,2018-01-17T13:00:00,86245
Snow,1.3,1.3,,N/A,0,,,"Storm brings rain, then snow on January 17. Rain began to mix with snow on the early morning of January 17th between 12 - 2 AM with temperatures that were 32 - 34 degrees. Any rain/snow mix changed over to all snow after 2 - 3 AM, continuing at light to moderate rates through the morning as temperatures dropped below freezing. Snow ended between 10 AM - 12 PM with temperatures that had dropped to 24 - 29 degrees and remained well below freezing for the remainder of the day.",28706,King of Prussia,PA,19406,2018-01-16T01:00:00,2018-01-17T13:00:00,86331
Snow,0.3,0.3,,N/A,0,,,"Brush with a coastal storm and daytime disturbance January 30. Rain began to mix with snow on January 30th between 1 - 3 AM with temperatures that were 34 - 37 degrees. The rain-snow mix tapered off between 4 - 6 AM, before returning light to moderate snow arrived 7 - 10 AM with temperatures that remained just above freezing. Snowfall was steadiest during the early afternoon, before coming to an end between 4 - 6 PM with temperatures that had dropped to 27 - 30 degrees. Due to warm antecedent conditions pavement accumulations were variable and generally less than colder surfaces.",28957,Philadelphia,PA,19107,2018-01-30T01:00:00,2018-01-30T23:00:00,86245
Snow,0.7,0.7,,N/A,0,,,"Brush with a coastal storm and daytime disturbance January 30. A few light snow showers moved in on January 30th between 1 - 3 AM with temperatures that were 33 - 36 degrees. This light activity tapered off between 4 - 6 AM, before a return of light to moderate snow between 7 - 9 AM with temperatures that remained just above freezing. Snowfall was steadiest during the early afternoon, before coming to an end between 4 - 7 PM with temperatures that had dropped to 26 - 29 degrees. Due to warm antecedent conditions pavement accumulations were variable and generally less than colder surfaces.",28957,King of Prussia,PA,19406,2018-01-30T01:00:00,2018-01-30T23:00:00,86331
Snow,Coating,0.0,Coating,N/A,0,,,"Cold front brings rain and snow February 1 - 2. Overnight February 1st into the 2nd between 3 - 6 AM temperatures dropped to 34 - 37 degrees as a few flakes mixed with the rain as the front exited. In the wake of the front, flurries and intermittent snow showers began to affect the area between 5 - 7 AM. This activity came to an end by 10 AM - 12 PM on February 2nd with temperatures that had further fallen to 25 - 28 degrees.",29018,Philadelphia,PA,19107,2018-02-01T16:00:00,2018-02-02T19:00:00,86245
Snow,0.1,0.1,,N/A,0,,,"Cold front brings rain and snow February 1 - 2. Overnight February 1st into the 2nd between 3 - 6 AM temperatures dropped to 32 - 35 degrees as rain gave way to brief snow as the front exited. In the wake of the front, flurries and intermittent snow showers began to affect the area 7 - 8 AM before ending by 10 AM - 12 PM on February 2nd with temperatures that had further fallen to 22 - 26 degrees. Due to initially marginal temperatures, elevation played a significant role in accumulations.",29018,King of Prussia,PA,19406,2018-02-01T16:00:00,2018-02-02T19:00:00,86331
Wintry Mix,0.2,0.2,,Coating,0,Coating,,"Storm brings a wintry mix February 7th. Snow and sleet showers moved into the area on February 7th between 5 – 6 AM with temperatures that were 27 – 30 degrees. Any snow/sleet was short lived as the precipitation changed over to steady freezing rain between 6 – 8 AM. As the freezing rain progressed temperatures gradually warmed above freezing by 10 – 11 AM, bringing an end to additional ice accretion. Following the end of freezing rain, periods of moderate to heavy rain continued through the early evening with temperatures that climbed well into the 40s.",29178,Philadelphia,PA,19107,2018-02-07T04:00:00,2018-02-07T23:00:00,86245
Wintry Mix,0.2,0.2,,Coating,0,Coating,,"Storm brings a wintry mix February 7th. Snow and sleet showers moved into the area on February 7th between 5 – 7 AM with temperatures that were 25 – 29 degrees. Any snow/sleet was relatively short lived as the precipitation changed over to steady freezing rain between 7 – 10 AM. As the freezing rain progressed temperatures gradually warmed above freezing by 1 – 3 PM, bringing an end to additional ice accretion. Following the end of freezing rain, periods of moderate to heavy rain continued through the early evening with temperatures that climbed into the mid-upper 30s.",29178,King of Prussia,PA,19406,2018-02-07T04:00:00,2018-02-07T23:00:00,86331
Snow,1.5,1.5,,N/A,0,,,"A period of moderate to heavy snow the evening of February 17th. Between 4-6 PM, a mix of rain and snow arrived, quickly turning to all snow. The snow fell at a moderate to heavy intensity for a portion of the evening before it tapered and ended between 10 PM and Midnight. As the snow ended, it mixed back with rain in spots. Temperatures throughout the event were 32-35 degrees.",29438,Philadelphia,PA,19107,2018-02-17T14:00:00,2018-02-18T05:00:00,86245
Snow,2.6,2.6,,N/A,0,,,"A period of heavy snow the evening of February 17th. Between 4-6 PM, snow started across the area and it rapidly became moderate to heavy in intensity. Snow continued through evening until ending 9-11 PM. As and after the snow stopped, patchy drizzle and fog remained into a portion of the early overnight. Temperatures throughout the event were 31-33 degrees.",29438,King of Prussia,PA,19406,2018-02-17T14:00:00,2018-02-18T05:00:00,86331
Snow,2.1,2.1,,N/A,0,,,"Powerful Nor’easter Brings Rain, Snow and Wind on March 2nd. Overnight rain subsequently changed over to snow, between 10 AM and 12 PM as the potent coastal storm developed on March 2nd with temperatures near 40 degrees. The snow fell steady to heavy at times during the early afternoon prior to tapering down to lighter snow and flurries by the evening, before completely ending between 10 PM and midnight. While wintry precipitation was falling, temperatures fell marginally to 33 - 36 degrees. The storm brought long duration, damaging wind gusts commonly 40 - 50 mph, with a few gusts over 60 mph.",29678,Philadelphia,PA,19107,2018-03-02T03:00:00,2018-03-02T23:00:00,86245
Snow,6.1,6.1,,N/A,0,,,"Powerful Nor’easter Brings Rain, Snow and Wind on March 2nd. Overnight rain subsequently changed over to snow, between 9 - 11 AM as the potent coastal storm developed on March 2nd with temperatures in the upper 30s. The snow fell heavily during the afternoon, with snowfall rates around 1 inch per hour, producing extreme reductions in visibility. Snow tapered down to lighter snow and flurries by the evening, before completely ending between 10 PM to midnight. While wintry precipitation was falling, temperatures fell marginally to 32 - 36 degrees. The storm brought long duration, damaging wind gusts commonly 40 - 50 mph, with a few gusts over 60 mph, resulting in near blizzard conditions.",29678,King of Prussia,PA,19406,2018-03-02T03:00:00,2018-03-02T23:00:00,86331
Snow,6.1,6.1,,N/A,0,,,"Nor’easter brings intense, wet snow March 6 - 7. Rain on the night of March 6th began to mix with and then quickly changed over to wet snow between 10 PM and midnight. The snow fell steadily at moderate rates during the early morning hours of March 7th. The wet snow tapered back to lighter rates during the morning, even mixing back with rain in spots, before changing back to all snow as rates dramatically increased between 11 AM and 1 PM. During the afternoon, the snowfall rates became very heavy, reaching 1-3” per hour, even producing lightning and thunder. This intense snow band tapered back to lighter snows by 4 - 5 PM, before completely ending by 5 - 6 PM. Temperatures that were 33 - 36 degrees for the duration of the event slightly fell to 32 - 34 degrees at night. Due to the wet, heavy snow, there were numerous downed trees and power outages. Also, banding of snow and small differences in elevation were important factors in the significant variability of snowfall totals.",29769,Philadelphia,PA,19107,2018-03-06T14:00:00,2018-03-07T23:00:00,86245
Snow,8.5,8.5,,N/A,0,,,"Nor’easter brings intense, wet snow March 6 - 7. Rain on the night of March 6th began to mix with, and then quickly changed over to wet snow between 10 PM and midnight. The snow fell steadily at moderate rates during the early morning hours of March 7th. The wet snow waned somewhat during the late morning, before snowfall rates dramatically increased between 11 AM and 1 PM. During the early afternoon on the 7th the snowfall rates became very heavy, reaching 1-3” per hour, even producing lightning and thunder. This intense snow band tapered back to lighter snows by 3 - 4 PM, before completely ending by 4 - 5 PM. Temperatures that were 32 - 36 degrees for the duration of the event fell to 28 - 32 degrees at night. Due to the wet, heavy snow, there were numerous downed trees and power outages. Also, banding of snow and small differences in elevation were important factors in the significant variability of snowfall totals.",29769,King of Prussia,PA,19406,2018-03-06T14:00:00,2018-03-07T23:00:00,86331
Snow,0.1,0.1,,N/A,0,,,"Brush with a coastal storm brings a mix of rain and snow on March 12 – 13. Intermittent rain showers on the evening of the 12th began to mix with wet snow starting 10 PM – midnight with temperatures that were 33 – 36 degrees. This light, but steady mix of rain and snow became all snow by 3 – 4 AM before ending between 8 – 10 AM with temperatures that remained just above freezing.",29899,Philadelphia,PA,19107,2018-03-12T12:00:00,2018-03-13T18:00:00,86245
Snow,0.6,0.6,,N/A,0,,,Brush with a coastal storm brings snow on March 12 – 13. Flurries and intermittent snow showers (initially mixed with light rain) started to impact the area on the 12th between 5 – 8 PM with temperatures that were 33 – 36 degrees. The snow showers became steady during the late evening with temperatures that dropped to near 32 degrees. The period of snow continued at light to briefly moderate intensity during the early overnight before tapering back to lighter and more scattered activity by 1 – 4 AM. A few final flurries ended 5 – 8 AM on the 13th with temperatures that bottomed out just below 32 degrees.,29899,King of Prussia,PA,19406,2018-03-12T12:00:00,2018-03-13T18:00:00,86331
Wintry Mix,1.0,1.0,,Coating,0,Coating,,"Wintry mix on March 20 with some significant sleet accumulation. Snow moved into the region between 10:00 AM to 1:00 PM on March 20. th. .  Moderate snow at the onset quickly changed over to a wintry mix of snow, sleet, and patchy freezing rain through midday. There were some significant periods of sleet during the afternoon, which led to a dense accumulation on all surfaces. The wintry mix continued into the evening hours until the precipitation mostly moved out of the area between 8:30 – 10:30 PM. Any patchy drizzle that lingered was very brief and isolated. Temperatures started 33 – 36 degrees and then fell to 28 – 32 during the majority of the wintry precipitation. . This report covers precipitation that occurred through midnight March 21st, an additional period of precipitation occurred on March 21st that will be covered in a separate report.",30079,Philadelphia,PA,19107,2018-03-20T07:00:00,2018-03-20T23:00:00,86245
Wintry Mix,1.1,1.1,,Coating,0,Coating,,"Wintry mix on March 20 with some significant sleet accumulation. Snow moved into the region between 10:00 AM to 1:00 PM on March 20. th. .  Moderate snow at the onset quickly changed over to a wintry mix of snow, sleet, and patchy freezing rain through midday. There were some significant periods of sleet during the afternoon, which led to a dense accumulation on all surfaces. The wintry mix continued into the evening hours until the precipitation mostly moved out of the area between 8:30 – 10:30 PM. Any patchy drizzle that lingered was very brief and isolated. Temperatures started 33 – 36 degrees and then fell to 28 – 32 during the majority of the wintry precipitation. . This report covers precipitation that occurred through midnight March 21st, an additional period of precipitation occurred on March 21st that will be covered in a separate report.",30079,King of Prussia,PA,19406,2018-03-20T07:00:00,2018-03-20T23:00:00,86331
Snow / Sleet,7.0,7.0,,N/A,0,,,"Late-season coastal storm produced some heavy snow.  March 21. st. – 22. nd. A light mix of intermittent rain and sleet developed across the region between 12 – 3 AM the 21st.  Rain and sleet changed to a mix of snow and sleet before becoming all snow through mid-morning.   Snow continued through the day, falling at rates of up to 1 inch per hour.  The intensity of snow decreased shortly after sundown, with light snow tapering off to a few lingering flurries between 1 – 4 AM on the 22nd.  Temperatures started at 34 – 37 during precipitation onset, falling to 30 – 32 during snowfall (coldest during heavier snowfall).",30121,Philadelphia,PA,19107,2018-03-21T00:00:00,2018-03-22T04:00:00,86245
Snow / Sleet,9.8,9.8,,N/A,0,,,"Late-season coastal storm produced some heavy snow . March 21. st. – 22. nd. A light wintry mix of rain, snow, and sleet developed across the region between 12 – 2 AM on the 21st.  Mixed precipitation changed over to snow shortly after sunrise, becoming moderate to heavy at times.  Snow continued through the day, falling at rates of up to 1 – 2 inches per hour.  The intensity of snow decreased near sundown, with light snow tapering off to a few lingering flurries between 1 – 4 AM on the 22nd.  Temperatures started at 33 – 35 during precipitation onset, falling to 28 – 32 during snowfall.",30121,King of Prussia,PA,19406,2018-03-21T00:00:00,2018-03-22T04:00:00,86331
Snow / Sleet,Scattered Coating,0.0,Scattered Coating,N/A,0,,,"A late season storm brings a mix of snow, sleet, and rain April 2. Rain on the early morning of April 2nd began to mix with sleet and snow by 4 - 7 AM with temperatures that were in the mid-upper 30s. The snow, sleet and rain mix became primarily snow and sleet around 9 AM with temperatures that remained above freezing. The event ended soon thereafter by 9 - 10 AM with temperatures that peaked in the mid 40s during the afternoon. Due to marginal temperatures, pavement accumulation was variable and generally less than colder surfaces.",30302,Philadelphia,PA,19107,2018-04-02T00:00:00,2018-04-02T12:00:00,86245
Snow / Sleet,0.8,0.8,,N/A,0,,,"A late season storm brings a mix of snow, sleet, and rain April 2. Rain on the early morning of April 2nd began to mix with sleet and snow by 3 - 5 AM with temperatures that were in the mid 30s. The snow, sleet and rain mix became primarily snow and sleet around sunrise with temperatures that fell to near 32. The event ended soon thereafter, by 9 - 11 AM with temperatures that peaked in the low 40s during the afternoon. Due to marginal temperatures, pavement accumulation was variable and generally less than colder surfaces.",30302,King of Prussia,PA,19406,2018-04-02T00:00:00,2018-04-02T12:00:00,86331
Wintry Mix,1.2,1.2,,N/A,0,,,"Rain To Snow, Then Periods Of Snow. Rain briefly changed to some sleet before changing to all snow between 5 - 10 AM on November 26th.  This was followed by a clipper system that arrived during the overnight hours.  Light snow developed 9 - 11 PM on November 26th.  Periods of snow fell through the night and into the morning of the November 27th before tapering off between 10 AM - Noon.  Additional snow showers and flurries continued through about mid afternoon.  Temperatures were 30 - 34 degrees early on the 26th before falling into the mid and upper 20s (some low 20s in elevations above 1000 feet) during the overnight hours of the 26th into the morning hours of the 27th.",27394,Burlington,VT,05401,2017-11-26T00:00:00,2017-11-27T15:00:00,94998
Snow,Scattered Coating,0.0,Scattered Coating,N/A,0,,,"A period of wet snow, then flurries. Rain changed to a period of wet snow and snow showers that fell between 11 AM - 4 PM on November 22nd.  Additonal scattered snow flurries fell during the overnight with little or no additonal accumulaion.  Temperatures were 32 - 35 when the rain changed to snow, then fell into the 20s by morning.",27386,Burlington,VT,05401,2017-11-22T10:00:00,2017-11-23T07:00:00,94998
Snow,0.1,0.1,,N/A,0,,,"Flurries and scattered snow showers. Scattered snow showers fell across parts of northern Vermont between 4 - 11 AM on December 7th.  There were additional flurries into the early afternoon.  . This was followed by another round of scattered snow showers between 9 PM later on the 7th to 3 AM on December 8th.  Temperatures ranged 28 - 33 degrees with the daytime snow showers, but fell into the low to mid 20s with the second round of snow early on the 8th.",27623,Burlington,VT,05401,2017-12-07T04:00:00,2017-12-08T03:00:00,94998
Snow,0.1,0.1,,N/A,0,,,"Coastal Storm Produces A Period Of Snow. A period of light snow fell across much of northwest Vermont between 6 PM, December 9th and Midnight, December 10th.  Temperatures ranged 27 - 32 degrees.",27675,Burlington,VT,05401,2017-12-09T11:00:00,2017-12-10T05:00:00,94998
Snow,1.0,1.0,,N/A,0,,,On and off snow showers. An extended period of lake effect snow showers impacted much of northern Vermont.  Flurries and scattered snow showers (also isolated heavier snow squalls) fell across the area between 10 PM on December 10th and 8 AM December 11th.  Temperatures were mainly in the in the low and mid 20s.,27726,Burlington,VT,05401,2017-12-10T10:00:00,2017-12-11T08:00:00,94998
Snow,6.2,6.2,,N/A,0,,,"Heavy Snow For Northern Vermont. A strengthening area of low pressure provided northern Vermont with a heavy snowfall.  Snow developed 1 – 4 AM on December 12th and continued through the morning and afternoon.  The snow fell heavy at times and was accompanied by wind gusts over 30 mph.  The snow tapered off during the evening hours, but continued to fall intermittently through the overnight and into the morning of the 13th.  (Additional snow showers and flurries returned later that morning and into the afternoon of December 13th, but that will be covered in a separate Certified Snowfall Report).  Temperatures throughout the snowstorm were in the low to mid teens.",27754,Burlington,VT,05401,2017-12-12T01:00:00,2017-12-13T07:00:00,94998
Snow,0.2,0.2,,N/A,0,,,"On & Off Snow Showers. After the widespread snowfall came to an end early on December 13th, additional snow showers quickly developed across much of northern Vermont.  While it didn't snow continuously, snow showers and flurries fell on and off between 8 AM and 4 PM on the 13th.  The higher elevations saw a few heavier squalls and not as many breaks to the snow.  Additional flurries fell into the evening hours.  It was very windy as well, gusts over 30 mph were reported.  Temperatures were very cold ranging from the single digits and low teens (highest elevations) to to the low 20s.",27783,Burlington,VT,05401,2017-12-13T08:00:00,2017-12-13T16:00:00,94998
Snow,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,"Overnight Snow Showers. Flurries and scattered light snow showers fell across the area between 9 PM, December 15th and 3 AM, December 16th.  Temperatures ranged from the single digits (higher elevations) to the low and mid teens.",27859,Burlington,VT,05401,2017-12-15T21:00:00,2017-12-16T03:00:00,94998
Snow,Scattered Coating,0.0,Scattered Coating,N/A,0,,,"On & Off Snow Showers. Scattered flurries along with a few light snow showers fell across much of northern Vermont during the morning hours of December 16th.  However, a more widespread band of snow showers (along with a few heavier squalls) fell between 11 AM - 5 PM later on the 16th. A few more flurries continued through the evening before completely ending by Midnight of December 17th.  Temperatures were mainly in the teens, but a few locations in the higher elevations remained in the single digits.",27885,Burlington,VT,05401,2017-12-16T09:00:00,2017-12-17T00:00:00,94998
Snow / Sleet,1.8,1.8,,N/A,0,,,"More Snow For Vermont. After some early morning flurries, light snow developed across the area between 9 AM - Noon on December 18th.  The snow fell on and off into the evening (mixed with sleet at times) before tapering off between 10 PM - 1 AM December 19th.  Temperatures were in the teens when the snow began, then climbed into upper 20s to low 30s as the snow came to an end.",27930,Burlington,VT,05401,2017-12-18T02:00:00,2017-12-19T11:00:00,94998
Snow,0.2,0.2,,N/A,0,,,"Scattered Snow Showers. As low pressure exited New England, colder air swept across the area. This changed any rain showers back to flurries and scattered snow showers during the early morning hours of December 20th.  The snow showers fell occasionally through the day and into the evening before ending completely by 9 PM later on the 20th.  Temperatures fell from the low and mid 30s into the 20s by 9 PM.",27958,Burlington,VT,05401,2017-12-20T07:00:00,2017-12-20T21:00:00,94998
Snow,7.1,7.1,,N/A,0,,,"More Snow For Vermont. Snow developed across central and northern Vermont between 7 - 10 AM on December 22nd as low pressure and a warm front approached New England.  The snow fell heavy at times through the afternoon and into the evening before tapering off between 11 PM later on the 22nd and 2 AM on December 23rd.  Some additional light snow and snow showers moved through until about daybreak of the 23rd.  Temperatures were in the single digits and low teens when the snow began, then climbed into the low to mid 20s by the time the snow ended.",27995,Burlington,VT,05401,2017-12-22T03:00:00,2017-12-23T07:00:00,94998
Wintry Mix,1.2,1.2,,0.1,0.1,,,"A Wintry Mix For Vermont. After overnight snow exited the area, precipitation returned between 5 - 8 AM on December 23rd in the form of sleet and freezing rain.  This wintry mix fell intermittently through the morning and into the afternoon (some locations changed to a period of rain) before ending 2 - 5 PM later on the 23rd.  Flurries and scattered light snow showers then developed during the evening hours before coming to an end by Midnight of December 24th.  Temperatures were in the low to mid 20s when the wintry mix began early on the 23rd, then climbed to 30 - 34 degrees during the afternoon, only to fall back into the low and mid 20s by Midnight of the 24th.",28022,Burlington,VT,05401,2017-12-23T04:00:00,2017-12-24T02:00:00,94998
Snow,3.4,3.4,,N/A,0,,,"A White Christmas For Vermont. Periods of light to occasionally moderate snow fell across the area between 1 - 10 AM on December 25th as low pressure developed along the New England coast.  Flurries and scattered snow showers returned to region during the afternoon hours later on the 25th.  Temperatures ranged from the upper teens in the higher elevations to the low and mid 20s elsewhere.  Also, there was some blowing and drifting of the snow as the wind gusted over 30 mph, especially during the late morning and afternoon hours of December 25th.",28059,Burlington,VT,05401,2017-12-24T23:00:00,2017-12-25T12:00:00,94998
Snow,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,Another Round Of Snow Showers. Intermittent flurries and scattered snow showers fell across parts of northern New Hampshire between 9 AM - 5 PM on December 26th.  Temperatures were mainly in the single digits (teens in some valley locations) through the day.,28097,Burlington,VT,05401,2017-12-26T09:00:00,2017-12-26T17:00:00,94998
Snow,0.6,0.6,,N/A,0,,,Some Light Snow And Flurries. A period of light snow and flurries fell across the area between 9 AM - 5 PM on December 29th.  There were some additional flurries along with a few light snow showers that blew through during the overnight hours from the 29th into December 30th.  It was very cold as temperatures ranged between -5 and 5 degrees.,28178,Burlington,VT,05401,2017-12-29T08:00:00,2017-12-29T19:00:00,94998
Snow,0.5,0.5,,N/A,0,,,"Some Light Snow, Then Snow Showers. A period of light snow and flurries fell across much of northern Vermont between 1 - 6 PM on December 30th.  Scattered snow showers returned later in the evening before ending by Midnight of the 31st.  Temperatures were mainly in the single digits during the day, then fell to -10 to 0 after dark on the 30th.",28252,Burlington,VT,05401,2017-12-30T09:00:00,2017-12-31T00:00:00,94998
Snow,0.1,0.1,,N/A,0,,,A Few Light Snow Showers. Flurries and scattered light snow showers moved across parts of northern Vermont between 11 AM - 4 PM on December 31st.  Temperatures ranged -5 to 5 degrees.,28274,Burlington,VT,05401,2017-12-31T11:00:00,2017-12-31T16:00:00,94998
Snow,0.2,0.2,,N/A,0,,,Another Round Of Snow Showers. Flurries and scattered snow showers moved across parts of northern Vermont between 2 - 9 PM on January 2nd.  Temperatures were mainly in the single digits.,28302,Burlington,VT,05401,2018-01-02T14:00:00,2018-01-03T00:00:00,94998
Snow,5.4,5.4,,N/A,0,,,"Periods Of Snow, Then Overnight Snow Showers. A nor'easter roared up the New England coast on January 4th, but the Burlington area was on the northwest fringe of the storm.  Light snow developed between 9 - 11 AM and fell through the afternoon before tapering off by evening.  This was followed by flurries and snow showers that fell overnight and into the morning of January 5th.  (. The snow showers continued on and off through much of the 5th, but that will be covered by a separate Certified Snowfall Total report beginning 7 AM, January 5th. ).  Also, winds gusted over 40 mph throughout the event.  Temperatures were in the low to mid 20s during the day of January 4th, then fell into the low to mid teens by the morning of the 5th. The gusty winds that accompanied this storm led to significant blowing and drifting snow.  This resulted in substantial variability of total snow accumulation.",28323,Burlington,VT,05401,2018-01-04T06:00:00,2018-01-05T07:00:00,94998
Snow,0.7,0.7,,N/A,0,,,"Additional Snow For Vermont. As the nor'easter exited the area, occasional flurries and scattered snow showers fell throughout the day and into the nighttime hours of January 5th.  The snow showers continued all the way through the morning of January 6th before ending by the early afternoon.  . Note: the snowfall reflected in this Certified Snowfall Total report starts at 7 AM, January 5th.  . Wind gusts over 30 - 40 mph were common (especially on the 5th) lending to additional blowing and drifting snow and some variability to the accumulations.  Temperatures mainly ranged from -10 to 0 degrees.",28395,Burlington,VT,05401,2018-01-05T07:00:00,2018-01-06T12:00:00,94998
Snow,0.8,0.8,,N/A,0,,,"Overnight Snow Showers. A fast moving disturbance produced flurries and a few light snow showers across the area between 9 PM, January 7th and 3 AM, January 8th.  There were additional areas of flurries that continued through 6 - 7 AM on the 8th.  Temperatures ranged 10 - 15 degrees except for some single digits in the higher elevations.",28418,Burlington,VT,05401,2018-01-07T09:00:00,2018-01-08T03:00:00,94998
Snow,1.7,1.7,,N/A,0,,,"On & Off Snow Showers. Intermittent snow showers fell across much of northern Vermont from 7 AM, January 8th into the morning hours of January 9th.  The most organized periods of these snow showers were between 8 AM - 1 PM on January 8th, then again between 3 - 8 AM on January 9th.  Temperatures on the 8th were mainly in the low to mid 20s, before rising into the upper 20s to low 30s by the morning of the 9th.",28482,Burlington,VT,05401,2018-01-08T07:00:00,2018-01-09T08:00:00,94998
Wintry Mix,5.4,5.4,,Patchy,0,Patchy,,"Rain To Wintry Mix. Rain changed to a brief period of freezing rain between 9 - 11 PM on January 12th.  The freezing rain then changed to a period of sleet before changing to snow.  The snow fell into the morning of January 13th before tapering off to flurries between 10 AM - Noon.  Flurries continued at times through the afternoon.  Also, the wind gusted over 30 mph during the morning hours of the 13th.  Temperatures were in the low 30s during the changeover, then quickly fell through the 20s and into the low teens as the snow tapered off.",28597,Burlington,VT,05401,2018-01-12T18:00:00,2018-01-14T00:00:00,94998
Snow,1.3,1.3,,N/A,0,,,"Periods Of Light Snow For Northern Vermont. A slow moving storm system trekked across southern New England between January 16 - 17th and produced periods of light snow across northern Vermont.  Flurries and snow showers first moved through the region 3 - 8 AM on January 16th.  After some late morning and afternoon flurries, another period of light snow fell from 7 PM of the 16th - Midnight of January 17th.  Areas of flurries returned for the daytime hours of the 17th with very little additional accumulation.  Another round of flurries and light snow showers fell into the morning hours of January 18th.  . Note: any snow that fell after 7 AM on January 18th will be covered in a separate Certified Snowfall Report.  . Temperatures started out in the single digits early on January 16th, then climbed into the low to mid 20s during the afternoon hours of the 17th.",28708,Burlington,VT,05401,2018-01-16T02:00:00,2018-01-18T00:00:00,94998
Snow,Coating,0.0,Coating,N/A,0,,,"Light Snow And Flurries. Periods of light snow continued to fall early on January 18th through the late morning hours as a disturbance finally exited the area.  Occasional flurries dotted the landscape for most of the afternoon, but scattered light snow showers returned between Midnight - 5 AM on January 19th.  Temperatures were in the low teens to start out the 18th, then held in the mid to upper teens for the overnight snow showers.",28756,Burlington,VT,05401,2018-01-18T07:00:00,2018-01-19T05:00:00,94998
Wintry Mix,0.3,0.3,,Coating,0,Coating,,A Wintry Mix For Northern Vermont. A period of light snow fell across the area between 2 – 6 PM on January 22. nd. .  The snow then changed to sleet and freezing rain during the evening hours and continued through about Midnight of January 23. rd. .  A plain rain fell throughout much of the 23. rd. before ending as a few flurries during the overnight hours into January 24. th. .  Temperatures started off in the mid to upper 20s before climbing to 30 – 32 degrees during the period of sleet and freezing rain.,28808,Burlington,VT,05401,2018-01-22T02:00:00,2018-01-24T10:00:00,94998
Snow,2.1,2.1,,N/A,0,,,"Periods Of Overnight Snow. After some flurries and scattered light snow showers during the daytime hours of February 1st, periods of snow fell between 9 PM later that evening and 3 AM on February 2nd.  Temperatures were in the low 30s when the periods of snow entered the area, but quickly fell into the mid and upper teens as the snow exited on the 2nd.",29032,Burlington,VT,05401,2018-02-01T06:00:00,2018-02-02T08:00:00,94998
Snow,2.5,2.5,,N/A,0,,,Periods Of Snow For Northern Vermont. Periods of snow developed over the area between 8 - 11 AM on February 4th.  The snow fell on and off through the afternoon and into the evening before ending 7 - 10 PM later on the 4th.  Temperatures ranged 28 - 32 degrees.  There was another period of snow between 4 - 7 AM on February 5th. Temperatures were in the low to mid 20s for this early morning snowfall.,29071,Burlington,VT,05401,2018-02-04T07:00:00,2018-02-05T10:00:00,94998
